rollout/success_rate,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,time/total_timesteps,rollout/all_actual_path_length_mean,reward/distance,rollout/n_episodes,reward/collision,rollout/workspace_violation_rate,rollout/max_steps_rate,reward/smooth_action,rollout/action_norm_mean,train/learning_rate,reward/z_guard,rollout/distance_improvement_mean,rollout/all_expected_path_length_mean,train/actor_loss,reward/shake,reward/time,train/ent_coef_loss,reward/episode,reward/path_curvature,train/ent_coef,rollout/collision_rate,reward/success,rollout/reward_steps,train/critic_loss,reward/workspace,train/n_updates,reward/total,rollout/success_path_efficiency_percent_mean,rollout/success_actual_path_length_mean,rollout/success_expected_path_length_mean
0.0,1466,162,273.24,-156.19203206999998,1150,238560,1.1109875613934492,-0.2606764749959694,40,-0.25285972305839854,0.2,0.625,-0.03242616820777256,0.5350933592397583,0.0003,-0.0048204470226766265,0.00202006921172142,0.18492455538362265,11.726414680480957,-0.0024605659241421093,0.0,-3.6774725914001465,-0.15051173991571343,-0.0006485233443899896,0.10963431000709534,0.175,0.0,91355,13.214593887329102,-0.2889825406381698,8162,-0.9933861831072333,,,
0.0,1346,187,262.08,-167.27524169,1200,252868,,,,,,,,,0.0003,,,,10.965200424194336,,,-3.35443115234375,,,0.09633038192987442,,,,12.638891220092773,,8673,,,,
0.0,1372,193,266.09,-166.23735802,1250,265608,,,,,,,,,0.0003,,,,11.711628913879395,,,-2.6570630073547363,,,0.08630984276533127,,,,3.3949499130249023,,9128,,,,
0.0,1406,198,273.45,-154.54139549999996,1300,279300,1.1110902501494921,-0.2612411367864328,45,-0.22068095838587642,0.2,0.6444444444444445,-0.03132855576134,0.525421000605554,0.0003,-0.0042070000549946805,0.0011795474423302544,0.18238775266541374,14.211563110351562,-0.0024553383774694867,0.0,-2.644209623336792,-0.15237494745691468,-0.0006265710955111119,0.0769646167755127,0.15555555555555556,0.0,104676,462.60223388671875,-0.2837326607818411,9617,-0.9566471687003798,,,
0.0,1437,202,252.47,-163.26291057,1350,291676,,,,,,,,,0.0003,,,,14.34791374206543,,,-4.135157108306885,,,0.07057394832372665,,,,281.36724853515625,,10059,,,,
0.0,1343,227,264.47,-160.17754865000003,1400,305732,1.0983790559977933,-0.2610189427473148,50,-0.2239432677055146,0.18,0.66,-0.029771829959629518,0.5124470846586014,0.0003,-0.003735542831326806,0.001097228229045868,0.1806879748404026,13.193033218383789,-0.0024307175515535227,0.0,-0.4932318925857544,-0.15396099654754128,-0.0005954365748697089,0.0649576336145401,0.16,0.0,117887,284.8946533203125,-0.25193617616870395,10561,-0.927392910086453,,,
0.0,1374,232,272.4,-159.87990183,1450,319564,,,,,,,,,0.0003,,,,13.102392196655273,,,-2.4509353637695312,,,0.06188404560089111,,,,13.488914489746094,,11055,,,,
0.0,1399,236,263.45,-164.69294736,1500,331464,,,,,,,,,0.0003,,,,13.642562866210938,,,3.718674421310425,,,0.06187994033098221,,,,5.438027381896973,,11480,,,,
0.0,1428,241,261.5,-161.88876213,1550,345212,1.1380779813026576,-0.2668601687765225,55,-0.19644757305394123,0.16363636363636364,0.6909090909090909,-0.030016068909981063,0.5123540182118667,0.0003,-0.0032768938792935567,0.004707276550206271,0.18566402941942214,10.323102951049805,-0.0024420888925266717,0.0,0.44068363308906555,-0.15552099533437014,-0.0006003213535768922,0.06435795873403549,0.14545454545454545,0.0,134387,294.20343017578125,-0.22100351968568388,11971,-0.8761676298858907,,,
0.0,1344,265,250.3,-170.40234795,1600,356300,,,,,,,,,0.0003,,,,10.548133850097656,,,-1.7976746559143066,,,0.06752660870552063,,,,74.98690795898438,,12367,,,,
0.0,1372,269,253.02,-167.74561714,1650,370496,,,,,,,,,0.0003,,,,10.500265121459961,,,-1.1979866027832031,,,0.0658213421702385,,,,2.8770554065704346,,12874,,,,
0.0,1399,275,273.14,-159.09557107000003,1700,385308,1.1953697350626802,-0.26749526585979194,60,-0.1749653714369031,0.15,0.7166666666666667,-0.03246477981535624,0.5228707861952229,0.0003,-0.002918554532574862,0.007895058393478394,0.18926227726042272,9.167588233947754,-0.002511482102500486,0.0,-0.09803169965744019,-0.15673981191222572,-0.0006492955634544547,0.0657777488231659,0.13333333333333333,0.0,150887,13.091937065124512,-0.19683604286651601,13403,-0.8345806040893188,,,
0.0,1415,280,276.3,-160.57224114,1750,397264,,,,,,,,,0.0003,,,,10.51612663269043,,,1.6250749826431274,,,0.06614117324352264,,,,190.9388427734375,,13830,,,,
0.0,1348,305,264.38,-161.19314024,1800,411992,1.1788693347720813,-0.265694551988784,65,-0.16412500854817752,0.16923076923076924,0.7076923076923077,-0.0328119671658897,0.5240135985491376,0.0003,-0.0027377290927531545,0.005162872030184819,0.18793780849530148,11.957279205322266,-0.002528892840046534,0.0,0.014656484127044678,-0.1572864665253368,-0.0006562393130188609,0.0587836317718029,0.12307692307692308,0.0,160853,14.08650016784668,-0.2256718867537441,14356,-0.8515127422277476,,,
0.0,1366,310,270.17,-157.78947627000002,1850,424172,,,,,,,,,0.0003,,,,10.459827423095703,,,-2.5971031188964844,,,0.05917045474052429,,,,13.177440643310547,,14791,,,,
0.0,1386,316,279.16,-149.51631238,1900,438312,,,,,,,,,0.0003,,,,9.386150360107422,,,-0.9180687665939331,,,0.057999659329652786,,,,12.728939056396484,,15296,,,,
0.0,1327,340,262.55,-155.00437244000003,1950,451416,,,,,,,,,0.0003,,,,8.946260452270508,,,-0.5323872566223145,,,0.06165222078561783,,,,15.680488586425781,,15764,,,,
